5	Armor	UC	Sung armor	70	123	280	280	123	70	70	70	70	70	70	70	56	56	35	35	23	23
5	Armor	R	Dwarg catoptric armor	75	125	300	300	94	94	75	75	75	75	75	75	60	60	38	38	25	25
5	Armor	R	hardened plasteel armor	100	171	400	400	125	125	125	125	100	100	100	100	80	80	50	50	33	33
5	Armor	R	heavy meteorsteel	150	608	-1	-1	500	500	150	150	150	150	150	150	120	120	75	75	50	50
5	Armor	R	Luminous armature	100	183	400	400	125	125	200	200	100	100	100	100	80	80	50	50	33	33
6	Armor	C	blast plate	135	289	964	964	225	365	135	169	135	135	135	135	108	108	68	68	45	45
6	Armor	UC	advanced plasteel armor	135	244	964	964	225	225	135	135	135	135	135	135	108	108	68	68	45	45
6	Armor	UC	heavy ceralloy armor	120	255	857	857	324	171	182	120	120	120	120	120	96	96	60	60	40	40
6	Armor	UC	light Tharsis plate	60	113	429	429	130	86	60	60	60	60	60	60	48	48	30	30	20	20
6	Armor	R	Duralloy armor	90	162	643	643	150	150	90	90	90	90	90	90	72	72	45	45	30	30
6	Armor	R	heavy Sung armor	180	347	1286	1286	391	257	225	180	180	180	180	180	144	144	90	90	60	60
6	Armor	R	stealth armor	135	244	964	964	225	225	135	135	135	135	135	135	108	108	68	68	45	45
6	Armor	R	worldship armor plate	250	2043	-1	-1	-1	-1	1250	1250	500	500	250	250	200	200	125	125	83	83
7	Armor	C	advanced ceralloy armor	150	277	1875	1875	536	341	227	150	150	150	150	150	150	150	120	120	75	75
7	Armor	UC	Gusoku armor	130	252	1625	1625	464	464	130	130	130	130	130	130	130	130	104	104	65	65
7	Armor	UC	heavy blast plate	180	327	2250	2250	450	643	180	225	180	180	180	180	180	180	144	144	90	90
7	Armor	UC	light orthosteel armor	175	271	2188	2188	438	438	175	175	175	175	175	175	175	175	140	140	88	88
7	Armor	R	Dwarg holochroal armor	200	310	2500	2500	500	500	200	200	200	200	200	200	200	200	160	160	100	100
7	Armor	R	P100 Hexphase armor	150	272	1875	1875	455	455	188	150	150	150	150	150	150	150	120	120	75	75
7	Armor	NR	Dragon armor	200	402	2500	2500	714	714	250	200	200	200	200	200	200	200	160	160	100	100
7	Armor	NR	Dvalin armor	200	378	2500	2500	714	500	303	200	200	200	200	200	200	200	160	160	100	100
8	Armor	C	orthosteel armor	225	375	5625	5625	900	900	281	281	225	225	225	225	225	225	180	180	113	113
8	Armor	UC	light ithalium armor	250	486	6250	6250	1000	1000	250	568	250	313	250	250	250	250	200	200	125	125
8	Armor	UC	quadrocarbide armor	200	406	5000	5000	800	800	455	250	250	200	200	200	200	200	160	160	100	100
8	Armor	UC	Tharsis plate	200	349	5000	5000	909	870	200	303	200	200	200	200	200	200	160	160	100	100
8	Armor	R	carbide carapace	200	333	5000	5000	800	800	250	250	200	200	200	200	200	200	160	160	100	100
8	Armor	R	P250 Hexphase armor	350	646	8750	8750	1591	1591	530	438	350	350	350	350	350	350	280	280	175	175
8	Armor	R	transuranic armor	400	821	10000	10000	1818	2000	606	702	400	400	400	400	400	400	320	320	200	200
8	Armor	R	V300 powered armor	225	375	5625	5625	900	900	281	281	225	225	225	225	225	225	180	180	113	113
9	Armor	C	heavy orthosteel armor	300	541	15000	15000	2143	2143	500	500	300	300	300	300	300	300	240	240	150	150
9	Armor	UC	hexacarbide armor	300	604	15000	15000	2308	2143	652	500	375	300	300	300	300	300	240	240	150	150
9	Armor	UC	ithalium armor	300	643	15000	15000	2143	2143	500	811	300	375	300	300	300	300	240	240	150	150
9	Armor	R	heavy Tharsis plate	400	739	20000	20000	3077	3077	571	769	400	400	400	400	400	400	320	320	200	200
9	Armor	VR	P1300 Hexphase armor	780	1584	39000	39000	6500	6500	1696	1300	780	780	780	780	780	780	624	624	390	390
10	Armor	C	diamond lattice armor	380	588	-1	-1	4750	4750	950	950	380	380	380	380	380	380	380	380	304	304
10	Armor	UC	heavy ithalium armor	500	886	-1	-1	6250	6250	1136	1786	500	625	500	500	500	500	500	500	400	400
10	Armor	UC	octocarbide armor	400	709	-1	-1	5000	5000	1429	909	500	400	400	400	400	400	400	400	320	320
10	Armor	VR	massive Tharsis plate	700	1090	-1	-1	10000	10000	1591	1944	700	700	700	700	700	700	700	700	560	560
11	Armor	C	light Iocrym armor	325	542	-1	-1	8125	8125	1300	1300	406	406	325	325	325	325	325	325	260	260
11	Armor	UC	neutronium armor	1000	1667	-1	-1	25000	25000	4000	4000	1250	1250	1000	1000	1000	1000	1000	1000	800	800
12	Armor	UC	heavy Iocrym armor	1000	1804	-1	-1	50000	50000	7143	7143	1667	1667	1000	1000	1000	1000	1000	1000	800	800
15	Armor	UC	dark matter armor	900	1624	-1	-1	-1	-1	45000	45000	6429	6429	1500	1500	900	900	900	900	900	900
21	Armor	UC	hierosteel armor	4000	7217	-1	-1	-1	-1	-1	-1	-1	-1	200000	200000	28571	28571	6667	6667	4000	4000

